title$summary$tag$affiliation$summary_zh$tag_zh$url
Data Models for Dataset Drift Controls in Machine Learning With Optical  Images$  Camera images are ubiquitous in machine learning research. They also play acentral role in the delivery of important services spanning medicine andenvironmental surveying. However, the application of machine learning models inthese domains has been limited because of robustness concerns. A primaryfailure mode are performance drops due to differences between the training anddeployment data. While there are methods to prospectively validate therobustness of machine learning models to such dataset drifts, existingapproaches do not account for explicit models of the primary object ofinterest: the data. This limits our ability to study and understand therelationship between data generation and downstream machine learning modelperformance in a physically accurate manner. In this study, we demonstrate howto overcome this limitation by pairing traditional machine learning withphysical optics to obtain explicit and differentiable data models. Wedemonstrate how such data models can be constructed for image data and used tocontrol downstream machine learning model performance related to dataset drift.The findings are distilled into three applications. First, drift synthesisenables the controlled generation of physically faithful drift test cases topower model selection and targeted generalization. Second, the gradientconnection between machine learning task model and data model allows advanced,precise tolerancing of task model sensitivity to changes in the datageneration. These drift forensics can be used to precisely specify theacceptable data environments in which a task model may be run. Third, driftoptimization opens up the possibility to create drifts that can help the taskmodel learn better faster, effectively optimizing the data generating processitself. A guide to access the open code and datasets is available athttps://github.com/aiaudit-org/raw2logit.$$$$$http://arxiv.org/pdf/2211.02578v3
Hierarchical Dynamic Image Harmonization$"  Image harmonization is a critical task in computer vision, which aims toadjust the foreground to make it compatible with the background. Recent worksmainly focus on using global transformations (i.e., normalization and colorcurve rendering) to achieve visual consistency. However, these models ignorelocal visual consistency and their huge model sizes limit their harmonizationability on edge devices. In this paper, we propose a hierarchical dynamicnetwork (HDNet) to adapt features from local to global view for better featuretransformation in efficient image harmonization. Inspired by the success ofvarious dynamic models, local dynamic (LD) module and mask-aware global dynamic(MGD) module are proposed in this paper. Specifically, LD matches localrepresentations between the foreground and background regions based on semanticsimilarities, then adaptively adjust every foreground local representationaccording to the appearance of its $K$-nearest neighbor background regions. Inthis way, LD can produce more realistic images at a more fine-grained level,and simultaneously enjoy the characteristic of semantic alignment. The MGDeffectively applies distinct convolution to the foreground and background,learning the representations of foreground and background regions as well astheir correlations to the global harmonization, facilitating local visualconsistency for the images much more efficiently. Experimental resultsdemonstrate that the proposed HDNet significantly reduces the total modelparameters by more than 80\\% compared to previous methods, while stillattaining state-of-the-art performance on the popular iHarmony4 dataset.Notably, the HDNet achieves a 4\\% improvement in PSNR and a 19\\% reduction inMSE compared to the prior state-of-the-art methods."$$$$$http://arxiv.org/pdf/2211.08639v3
Twin-S: A Digital Twin for Skull-base Surgery$  Purpose: Digital twins are virtual interactive models of the real world,exhibiting identical behavior and properties. In surgical applications,computational analysis from digital twins can be used, for example, to enhancesituational awareness. Methods: We present a digital twin framework forskull-base surgeries, named Twin-S, which can be integrated within variousimage-guided interventions seamlessly. Twin-S combines high-precision opticaltracking and real-time simulation. We rely on rigorous calibration routines toensure that the digital twin representation precisely mimics all real-worldprocesses. Twin-S models and tracks the critical components of skull-basesurgery, including the surgical tool, patient anatomy, and surgical camera.Significantly, Twin-S updates and reflects real-world drilling of theanatomical model in frame rate. Results: We extensively evaluate the accuracyof Twin-S, which achieves an average 1.39 mm error during the drilling process.We further illustrate how segmentation masks derived from the continuouslyupdated digital twin can augment the surgical microscope view in a mixedreality setting, where bone requiring ablation is highlighted to providesurgeons additional situational awareness. Conclusion: We present Twin-S, adigital twin environment for skull-base surgery. Twin-S tracks and updates thevirtual model in real-time given measurements from modern trackingtechnologies. Future research on complementing optical tracking withhigher-precision vision-based approaches may further increase the accuracy ofTwin-S.$digital twin, skull base surgery, real-time tracking, augmented reality$Johns Hopkins University和Johns Hopkins Medicine$本文介绍了一种数字孪生框架Twin-S，可用于颅底手术的实时跟踪和模拟，并提供增强现实的额外环境感知力。实验证明该框架的平均误差为1.39毫米。$数字孪生、颅底手术、实时跟踪、增强现实$http://arxiv.org/pdf/2211.11863v2
Diffusion-SDF: Text-to-Shape via Voxelized Diffusion$  With the rising industrial attention to 3D virtual modeling technology,generating novel 3D content based on specified conditions (e.g. text) hasbecome a hot issue. In this paper, we propose a new generative 3D modelingframework called Diffusion-SDF for the challenging task of text-to-shapesynthesis. Previous approaches lack flexibility in both 3D data representationand shape generation, thereby failing to generate highly diversified 3D shapesconforming to the given text descriptions. To address this, we propose a SDFautoencoder together with the Voxelized Diffusion model to learn and generaterepresentations for voxelized signed distance fields (SDFs) of 3D shapes.Specifically, we design a novel UinU-Net architecture that implants alocal-focused inner network inside the standard U-Net architecture, whichenables better reconstruction of patch-independent SDF representations. Weextend our approach to further text-to-shape tasks including text-conditionedshape completion and manipulation. Experimental results show that Diffusion-SDFgenerates both higher quality and more diversified 3D shapes that conform wellto given text descriptions when compared to previous approaches. Code isavailable at: https://github.com/ttlmh/Diffusion-SDF$$$$$http://arxiv.org/pdf/2212.03293v2
Self-Attention Amortized Distributional Projection Optimization for  Sliced Wasserstein Point-Cloud Reconstruction$"  Max sliced Wasserstein (Max-SW) distance has been widely known as a solutionfor less discriminative projections of sliced Wasserstein (SW) distance. Inapplications that have various independent pairs of probability measures,amortized projection optimization is utilized to predict the ``max"" projectingdirections given two input measures instead of using projected gradient ascentmultiple times. Despite being efficient, Max-SW and its amortized versioncannot guarantee metricity property due to the sub-optimality of the projectedgradient ascent and the amortization gap. Therefore, we propose to replaceMax-SW with distributional sliced Wasserstein distance with von Mises-Fisher(vMF) projecting distribution (v-DSW). Since v-DSW is a metric with anynon-degenerate vMF distribution, its amortized version can guarantee themetricity when performing amortization. Furthermore, current amortized modelsare not permutation invariant and symmetric. To address the issue, we designamortized models based on self-attention architecture. In particular, we adoptefficient self-attention architectures to make the computation linear in thenumber of supports. With the two improvements, we derive self-attentionamortized distributional projection optimization and show its appealingperformance in point-cloud reconstruction and its downstream applications."$$$$$http://arxiv.org/pdf/2301.04791v2
GlyphDiffusion: Text Generation as Image Generation$  Diffusion models have become a new generative paradigm for text generation.Considering the discrete categorical nature of text, in this paper, we proposeGlyphDiffusion, a novel diffusion approach for text generation via text-guidedimage generation. Our key idea is to render the target text as a glyph imagecontaining visual language content. In this way, conditional text generationcan be cast as a glyph image generation task, and it is then natural to applycontinuous diffusion models to discrete texts. Specially, we utilize a cascadedarchitecture (ie a base and a super-resolution diffusion model) to generatehigh-fidelity glyph images, conditioned on the input text. Furthermore, wedesign a text grounding module to transform and refine the visual languagecontent from generated glyph images into the final texts. In experiments overfour conditional text generation tasks and two classes of metrics (ie qualityand diversity), GlyphDiffusion can achieve comparable or even better resultsthan several baselines, including pretrained language models. Our model alsomakes significant improvements compared to the recent diffusion model.$$$$$http://arxiv.org/pdf/2304.12519v2
From Association to Generation: Text-only Captioning by Unsupervised  Cross-modal Mapping$  With the development of Vision-Language Pre-training Models (VLPMs)represented by CLIP and ALIGN, significant breakthroughs have been achieved forassociation-based visual tasks such as image classification and image-textretrieval by the zero-shot capability of CLIP without fine-tuning. However,CLIP is hard to apply to generation-based tasks. This is due to the lack ofdecoder architecture and pre-training tasks for generation. Although previousworks have created generation capacity for CLIP through additional languagemodels, a modality gap between the CLIP representations of different modalitiesand the inability of CLIP to model the offset of this gap, which fails theconcept to transfer across modalities. To solve the problem, we try to mapimages/videos to the language modality and generate captions from the languagemodality. In this paper, we propose the K-nearest-neighbor Cross-modalityMapping (Knight), a zero-shot method from association to generation. Withtext-only unsupervised training, Knight achieves State-of-the-Art performancein zero-shot methods for image captioning and video captioning. Our code isavailable at https://github.com/junyangwang0410/Knight.$$$$$http://arxiv.org/pdf/2304.13273v3
Extraction of volumetric indices from echocardiography: which deep  learning solution for clinical use?$  Deep learning-based methods have spearheaded the automatic analysis ofechocardiographic images, taking advantage of the publication of multiple openaccess datasets annotated by experts (CAMUS being one of the largest publicdatabases). However, these models are still considered unreliable by cliniciansdue to unresolved issues concerning i) the temporal consistency of theirpredictions, and ii) their ability to generalize across datasets. In thiscontext, we propose a comprehensive comparison between the current bestperforming methods in medical/echocardiographic image segmentation, with aparticular focus on temporal consistency and cross-dataset aspects. Weintroduce a new private dataset, named CARDINAL, of apical two-chamber andapical four-chamber sequences, with reference segmentation over the fullcardiac cycle. We show that the proposed 3D nnU-Net outperforms alternative 2Dand recurrent segmentation methods. We also report that the best models trainedon CARDINAL, when tested on CAMUS without any fine-tuning, still manage toperform competitively with respect to prior methods. Overall, the experimentalresults suggest that with sufficient training data, 3D nnU-Net could become thefirst automated tool to finally meet the standards of an everyday clinicaldevice.$Ultrasound, cardiac segmentation, temporal segmentation, deep learning, CNN$1Univ Lyon, INSA-Lyon, Universit e Claude Bernard Lyon 1, UJM-Saint Etienne, CNRS, Inserm, CREATIS UMR 5220, U1294, F-69621, Lyon, France; 2Dept. of Computer Science, University of Sherbrooke, Sherbrooke, QC, Canada; 3Cardiology Dept., H^ opital Croix-Rousse, Hospices Civils de Lyon, Lyon, France; 4Cardiology Dept., H^ opital Lyon Sud, Hospices Civils de Lyon, Lyon, France$本研究围绕从超声心动图中提取三维指标展开，比较现有的医学/超声心动图图像分割方法，特别关注其时间连续性和跨数据集性能，提出了一个新的私有数据集CARDINAL，展示了3D nnU-Net模型在性能上胜过其他2D和循环分割方法，并证明了在其他数据集上测试时，基于CARDINAL训练的模型仍然可以在不进行任何微调的情况下与之前的方法竞争。实验结果表明，3D nnU-Net有望成为第一个能够满足日常临床设备标准的自动化工具。$超声、心脏分割、时间分割、深度学习、CNN$http://arxiv.org/pdf/2305.01997v2
Fairness in Image Search: A Study of Occupational Stereotyping in Image  Retrieval and its Debiasing$"  Multi-modal search engines have experienced significant growth and widespreaduse in recent years, making them the second most common internet use. Whilesearch engine systems offer a range of services, the image search field hasrecently become a focal point in the information retrieval community, as theadage goes, ""a picture is worth a thousand words"". Although popular searchengines like Google excel at image search accuracy and agility, there is anongoing debate over whether their search results can be biased in terms ofgender, language, demographics, socio-cultural aspects, and stereotypes. Thispotential for bias can have a significant impact on individuals\' perceptionsand influence their perspectives.  In this paper, we present our study on bias and fairness in web search, witha focus on keyword-based image search. We first discuss several kinds of biasesthat exist in search systems and why it is important to mitigate them. Wenarrow down our study to assessing and mitigating occupational stereotypes inimage search, which is a prevalent fairness issue in image retrieval. For theassessment of stereotypes, we take gender as an indicator. We explore variousopen-source and proprietary APIs for gender identification from images. Withthese, we examine the extent of gender bias in top-tanked image search resultsobtained for several occupational keywords. To mitigate the bias, we thenpropose a fairness-aware re-ranking algorithm that optimizes (a) relevance ofthe search result with the keyword and (b) fairness w.r.t genders identified.We experiment on 100 top-ranked images obtained for 10 occupational keywordsand consider random re-ranking and re-ranking based on relevance as baselines.Our experimental results show that the fairness-aware re-ranking algorithmproduces rankings with better fairness scores and competitive relevance scoresthan the baselines."$$$$$http://arxiv.org/pdf/2305.03881v1
NL-CS Net: Deep Learning with Non-Local Prior for Image Compressive  Sensing$"  Deep learning has been applied to compressive sensing (CS) of imagessuccessfully in recent years. However, existing network-based methods are oftentrained as the black box, in which the lack of prior knowledge is often thebottleneck for further performance improvement. To overcome this drawback, thispaper proposes a novel CS method using non-local prior which combines theinterpretability of the traditional optimization methods with the speed ofnetwork-based methods, called NL-CS Net. We unroll each phase from iteration ofthe augmented Lagrangian method solving non-local and sparse regularizedoptimization problem by a network. NL-CS Net is composed of the up-samplingmodule and the recovery module. In the up-sampling module, we use learnableup-sampling matrix instead of a predefined one. In the recovery module,patch-wise non-local network is employed to capture long-range featurecorrespondences. Important parameters involved (e.g. sampling matrix, nonlineartransforms, shrinkage thresholds, step size, $etc.$) are learned end-to-end,rather than hand-crafted. Furthermore, to facilitate practical implementation,orthogonal and binary constraints on the sampling matrix are simultaneouslyadopted. Extensive experiments on natural images and magnetic resonance imaging(MRI) demonstrate that the proposed method outperforms the state-of-the-artmethods while maintaining great interpretability and speed."$$$$$http://arxiv.org/pdf/2305.03899v1
HateMM: A Multi-Modal Dataset for Hate Video Classification$  Hate speech has become one of the most significant issues in modern society,having implications in both the online and the offline world. Due to this, hatespeech research has recently gained a lot of traction. However, most of thework has primarily focused on text media with relatively little work on imagesand even lesser on videos. Thus, early stage automated video moderationtechniques are needed to handle the videos that are being uploaded to keep theplatform safe and healthy. With a view to detect and remove hateful contentfrom the video sharing platforms, our work focuses on hate video detectionusing multi-modalities. To this end, we curate ~43 hours of videos fromBitChute and manually annotate them as hate or non-hate, along with the framespans which could explain the labelling decision. To collect the relevantvideos we harnessed search keywords from hate lexicons. We observe various cuesin images and audio of hateful videos. Further, we build deep learningmulti-modal models to classify the hate videos and observe that using all themodalities of the videos improves the overall hate speech detection performance(accuracy=0.798, macro F1-score=0.790) by ~5.7% compared to the best uni-modalmodel in terms of macro F1 score. In summary, our work takes the first steptoward understanding and modeling hateful videos on video hosting platformssuch as BitChute.$$$$$http://arxiv.org/pdf/2305.03915v1
Beyond the Model: Data Pre-processing Attack to Deep Learning Models in  Android Apps$  The increasing popularity of deep learning (DL) models and the advantages ofcomputing, including low latency and bandwidth savings on smartphones, have ledto the emergence of intelligent mobile applications, also known as DL apps, inrecent years. However, this technological development has also given rise toseveral security concerns, including adversarial examples, model stealing, anddata poisoning issues. Existing works on attacks and countermeasures foron-device DL models have primarily focused on the models themselves. However,scant attention has been paid to the impact of data processing disturbance onthe model inference. This knowledge disparity highlights the need foradditional research to fully comprehend and address security issues related todata processing for on-device models. In this paper, we introduce a dataprocessing-based attacks against real-world DL apps. In particular, our attackcould influence the performance and latency of the model without affecting theoperation of a DL app. To demonstrate the effectiveness of our attack, we carryout an empirical study on 517 real-world DL apps collected from Google Play.Among 320 apps utilizing MLkit, we find that 81.56\\% of them can besuccessfully attacked.  The results emphasize the importance of DL app developers being aware of andtaking actions to secure on-device models from the perspective of dataprocessing.$$$$$http://arxiv.org/pdf/2305.03963v1
A Sea-Land Clutter Classification Framework for Over-the-Horizon-Radar  Based on Weighted Loss Semi-supervised GAN$  Deep convolutional neural network has made great achievements in sea-landclutter classification for over-the-horizon-radar (OTHR). The premise is that alarge number of labeled training samples must be provided for a sea-landclutter classifier. In practical engineering applications, it is relativelyeasy to obtain label-free sea-land clutter samples. However, the labelingprocess is extremely cumbersome and requires expertise in the field of OTHR. Tosolve this problem, we propose an improved generative adversarial network,namely weighted loss semi-supervised generative adversarial network (WL-SSGAN).Specifically, we propose a joint feature matching loss by weighting the middlelayer features of the discriminator of semi-supervised generative adversarialnetwork. Furthermore, we propose the weighted loss of WL-SSGAN by linearlyweighting standard adversarial loss and joint feature matching loss. Thesemi-supervised classification performance of WL-SSGAN is evaluated on asea-land clutter dataset. The experimental results show that WL-SSGAN canimprove the performance of the fully supervised classifier with only a smallnumber of labeled samples by utilizing a large number of unlabeled sea-landclutter samples. Further, the proposed weighted loss is superior to both theadversarial loss and the feature matching loss. Additionally, we compareWL-SSGAN with conventional semi-supervised classification methods anddemonstrate that WL-SSGAN achieves the highest classification accuracy.$$$$$http://arxiv.org/pdf/2305.04021v1
Gradient Leakage Defense with Key-Lock Module for Federated Learning$  Federated Learning (FL) is a widely adopted privacy-preserving machinelearning approach where private data remains local, enabling securecomputations and the exchange of local model gradients between local clientsand third-party parameter servers. However, recent findings reveal that privacymay be compromised and sensitive information potentially recovered from sharedgradients. In this study, we offer detailed analysis and a novel perspective onunderstanding the gradient leakage problem. These theoretical works lead to anew gradient leakage defense technique that secures arbitrary modelarchitectures using a private key-lock module. Only the locked gradient istransmitted to the parameter server for global model aggregation. Our proposedlearning method is resistant to gradient leakage attacks, and the key-lockmodule is designed and trained to ensure that, without the private informationof the key-lock module: a) reconstructing private training data from the sharedgradient is infeasible; and b) the global model\'s inference performance issignificantly compromised. We discuss the theoretical underpinnings of whygradients can leak private information and provide theoretical proof of ourmethod\'s effectiveness. We conducted extensive empirical evaluations with atotal of forty-four models on several popular benchmarks, demonstrating therobustness of our proposed approach in both maintaining model performance anddefending against gradient leakage attacks.$$$$$http://arxiv.org/pdf/2305.04095v1
Transformer-Based Hierarchical Clustering for Brain Network Analysis$  Brain networks, graphical models such as those constructed from MRI, havebeen widely used in pathological prediction and analysis of brain functions.Within the complex brain system, differences in neuronal connection strengthsparcellate the brain into various functional modules (network communities),which are critical for brain analysis. However, identifying such communitieswithin the brain has been a nontrivial issue due to the complexity of neuronalinteractions. In this work, we propose a novel interpretable transformer-basedmodel for joint hierarchical cluster identification and brain networkclassification. Extensive experimental results on real-world brain networkdatasets show that with the help of hierarchical clustering, the model achievesincreased accuracy and reduced runtime complexity while providing plausibleinsight into the functional organization of brain regions. The implementationis available at https://github.com/DDVD233/THC.$$$$$http://arxiv.org/pdf/2305.04142v1
X-LLM: Bootstrapping Advanced Large Language Models by Treating  Multi-Modalities as Foreign Languages$  Large language models (LLMs) have demonstrated remarkable language abilities.GPT-4, based on advanced LLMs, exhibits extraordinary multimodal capabilitiesbeyond previous visual language models. We attribute this to the use of moreadvanced LLMs compared with previous multimodal models. Unfortunately, themodel architecture and training strategies of GPT-4 are unknown. To endow LLMswith multimodal capabilities, we propose X-LLM, which converts Multi-modalities(images, speech, videos) into foreign languages using X2L interfaces and inputsthem into a large Language model (ChatGLM). Specifically, X-LLM aligns multiplefrozen single-modal encoders and a frozen LLM using X2L interfaces, where ``X\'\'denotes multi-modalities such as image, speech, and videos, and ``L\'\' denoteslanguages. X-LLM\'s training consists of three stages: (1) Converting MultimodalInformation: The first stage trains each X2L interface to align with itsrespective single-modal encoder separately to convert multimodal informationinto languages. (2) Aligning X2L representations with the LLM: single-modalencoders are aligned with the LLM through X2L interfaces independently. (3)Integrating multiple modalities: all single-modal encoders are aligned with theLLM through X2L interfaces to integrate multimodal capabilities into the LLM.Our experiments show that X-LLM demonstrates impressive multimodel chatabilities, sometimes exhibiting the behaviors of multimodal GPT-4 on unseenimages/instructions, and yields a 84.5\\% relative score compared with GPT-4 ona synthetic multimodal instruction-following dataset. And we also conductquantitative tests on using LLM for ASR and multimodal ASR, hoping to promotethe era of LLM-based speech recognition.$$$$$http://arxiv.org/pdf/2305.04160v1
Text-to-Image Diffusion Models can be Easily Backdoored through  Multimodal Data Poisoning$  With the help of conditioning mechanisms, the state-of-the-art diffusionmodels have achieved tremendous success in guided image generation,particularly in text-to-image synthesis. To gain a better understanding of thetraining process and potential risks of text-to-image synthesis, we perform asystematic investigation of backdoor attack on text-to-image diffusion modelsand propose BadT2I, a general multimodal backdoor attack framework that tamperswith image synthesis in diverse semantic levels. Specifically, we performbackdoor attacks on three levels of the vision semantics: Pixel-Backdoor,Object-Backdoor and Style-Backdoor. By utilizing a regularization loss, ourmethods efficiently inject backdoors into a large-scale text-to-image diffusionmodel while preserving its utility with benign inputs. We conduct empiricalexperiments on Stable Diffusion, the widely-used text-to-image diffusion model,demonstrating that the large-scale diffusion model can be easily backdooredwithin a few fine-tuning steps. We conduct additional experiments to explorethe impact of different types of textual triggers. Besides, we discuss thebackdoor persistence during further training, the findings of which provideinsights for the development of backdoor defense methods.$$$$$http://arxiv.org/pdf/2305.04175v1
Bi-Mapper: Holistic BEV Semantic Mapping for Autonomous Driving$  A semantic map of the road scene, covering fundamental road elements, is anessential ingredient in autonomous driving systems. It provides importantperception foundations for positioning and planning when rendered in theBird\'s-Eye-View (BEV). Currently, the prior knowledge of hypothetical depth canguide the learning of translating front perspective views into BEV directlywith the help of calibration parameters. However, it suffers from geometricdistortions in the representation of distant objects. In addition, anotherstream of methods without prior knowledge can learn the transformation betweenfront perspective views and BEV implicitly with a global view. Considering thatthe fusion of different learning methods may bring surprising beneficialeffects, we propose a Bi-Mapper framework for top-down road-scene semanticunderstanding, which incorporates a global view and local prior knowledge. Toenhance reliable interaction between them, an asynchronous mutual learningstrategy is proposed. At the same time, an Across-Space Loss (ASL) is designedto mitigate the negative impact of geometric distortions. Extensive results onnuScenes and Cam2BEV datasets verify the consistent effectiveness of eachmodule in the proposed Bi-Mapper framework. Compared with exiting road mappingnetworks, the proposed Bi-Mapper achieves 5.0 higher IoU on the nuScenesdataset. Moreover, we verify the generalization performance of Bi-Mapper in areal-world driving scenario. Code will be available athttps://github.com/lynn-yu/Bi-Mapper.$Autonomous driving, map construction, semantic segmentation, deep learning, inverse perspective mapping$School of Robotics, Hunan University, Zhejiang University, Karlsruhe Institute of Technology, University of Oxford$该文章提出了一种新的Bi-Mapper框架，融合了局部先验知识和全局自学习能力，可以更好地实现前视图像到鸟瞰图的转换以进行道路场景的语义地图构建，提高自动驾驶系统的感知效果和路径规划能力。$自动驾驶，地图构建，语义分割，深度学习，逆透视变换$http://arxiv.org/pdf/2305.04205v1
AdaptiveClick: Clicks-aware Transformer with Adaptive Focal Loss for  Interactive Image Segmentation$  Interactive Image Segmentation (IIS) has emerged as a promising technique fordecreasing annotation time. Substantial progress has been made in pre- andpost-processing for IIS, but the critical issue of interaction ambiguitynotably hindering segmentation quality, has been under-researched. To addressthis, we introduce AdaptiveClick -- a clicks-aware transformer incorporating anadaptive focal loss, which tackles annotation inconsistencies with tools formask- and pixel-level ambiguity resolution. To the best of our knowledge,AdaptiveClick is the first transformer-based, mask-adaptive segmentationframework for IIS. The key ingredient of our method is the Clicks-awareMask-adaptive Transformer Decoder (CAMD), which enhances the interactionbetween clicks and image features. Additionally, AdaptiveClick enablespixel-adaptive differentiation of hard and easy samples in the decision space,independent of their varying distributions. This is primarily achieved byoptimizing a generalized Adaptive Focal Loss (AFL) with a theoreticalguarantee, where two adaptive coefficients control the ratio of gradient valuesfor hard and easy pixels. Our analysis reveals that the commonly used Focal andBCE losses can be considered special cases of the proposed AFL loss. With aplain ViT backbone, extensive experimental results on nine datasets demonstratethe superiority of AdaptiveClick compared to state-of-the-art methods. Codewill be publicly available at https://github.com/lab206/AdaptiveClick.$本文提出了一种交互式图像分割的模型，使用了Clicks-aware attention和Adaptive Focal Loss等新算法，并且在多个数据集和现有方法上进行了实验验证。$交互式图像分割、注意力机制、Focal Loss、ViT、掩膜适应性$$$http://arxiv.org/pdf/2305.04276v1
Performance Gaps of Artificial Intelligence Models Screening Mammography  -- Towards Fair and Interpretable Models$  Purpose: To analyze the demographic and imaging characteristics associatedwith increased risk of failure for abnormality classification in screeningmammograms. Materials and Methods: This retrospective study used data from theEmory BrEast Imaging Dataset (EMBED) which includes mammograms from 115,931patients imaged at Emory University Healthcare between 2013 to 2020. Clinicaland imaging data includes Breast Imaging Reporting and Data System (BI-RADS)assessment, region of interest coordinates for abnormalities, imaging features,pathologic outcomes, and patient demographics. Multiple deep learning modelswere developed to distinguish between patches of abnormal tissue and randomlyselected patches of normal tissue from the screening mammograms. We assessedmodel performance overall and within subgroups defined by age, race, pathologicoutcome, and imaging characteristics to evaluate reasons formisclassifications. Results: On a test set size of 5,810 studies (13,390patches), a ResNet152V2 model trained to classify normal versus abnormal tissuepatches achieved an accuracy of 92.6% (95% CI = 92.0-93.2%), and area under thereceiver operative characteristics curve 0.975 (95% CI = 0.972-0.978). Imagingcharacteristics associated with higher misclassifications of images includehigher tissue densities (risk ratio [RR]=1.649; p=.010, BI-RADS density C andRR=2.026; p=.003, BI-RADS density D), and presence of architectural distortion(RR=1.026; p&lt;.001). Conclusion: Even though deep learning models forabnormality classification can perform well in screening mammography, wedemonstrate certain imaging features that result in worse model performance.This is the first such work to systematically evaluate breast abnormalityclassification by various subgroups and better-informed developers andend-users of population subgroups which are likely to experience biased modelperformance.$$$$$http://arxiv.org/pdf/2305.04422v1
Breaking Through the Haze: An Advanced Non-Homogeneous Dehazing Method  based on Fast Fourier Convolution and ConvNeXt$  Haze usually leads to deteriorated images with low contrast, color shift andstructural distortion. We observe that many deep learning based models exhibitexceptional performance on removing homogeneous haze, but they usually fail toaddress the challenge of non-homogeneous dehazing. Two main factors account forthis situation. Firstly, due to the intricate and non uniform distribution ofdense haze, the recovery of structural and chromatic features with highfidelity is challenging, particularly in regions with heavy haze. Secondly, theexisting small scale datasets for non-homogeneous dehazing are inadequate tosupport reliable learning of feature mappings between hazy images and theircorresponding haze-free counterparts by convolutional neural network(CNN)-based models. To tackle these two challenges, we propose a novel twobranch network that leverages 2D discrete wavelete transform (DWT), fastFourier convolution (FFC) residual block and a pretrained ConvNeXt model.Specifically, in the DWT-FFC frequency branch, our model exploits DWT tocapture more high-frequency features. Moreover, by taking advantage of thelarge receptive field provided by FFC residual blocks, our model is able toeffectively explore global contextual information and produce images withbetter perceptual quality. In the prior knowledge branch, an ImageNetpretrained ConvNeXt as opposed to Res2Net is adopted. This enables our model tolearn more supplementary information and acquire a stronger generalizationability. The feasibility and effectiveness of the proposed method isdemonstrated via extensive experiments and ablation studies. The code isavailable at https://github.com/zhouh115/DWT-FFC.$$$$$http://arxiv.org/pdf/2305.04430v1
Robust Traffic Light Detection Using Salience-Sensitive Loss:  Computational Framework and Evaluations$  One of the most important tasks for ensuring safe autonomous driving systemsis accurately detecting road traffic lights and accurately determining how theyimpact the driver\'s actions. In various real-world driving situations, a scenemay have numerous traffic lights with varying levels of relevance to thedriver, and thus, distinguishing and detecting the lights that are relevant tothe driver and influence the driver\'s actions is a critical safety task. Thispaper proposes a traffic light detection model which focuses on this task byfirst defining salient lights as the lights that affect the driver\'s futuredecisions. We then use this salience property to construct the LAVA SalientLights Dataset, the first US traffic light dataset with an annotated salienceproperty. Subsequently, we train a Deformable DETR object detection transformermodel using Salience-Sensitive Focal Loss to emphasize stronger performance onsalient traffic lights, showing that a model trained with this loss functionhas stronger recall than one trained without.$$$$$http://arxiv.org/pdf/2305.04516v1
Latest Trends in Artificial Intelligence Technology: A Scoping Review$  Artificial intelligence is more ubiquitous in multiple domains. Smartphones,social media platforms, search engines, and autonomous vehicles are just a fewexamples of applications that utilize artificial intelligence technologies toenhance their performance. This study carries out a scoping review of thecurrent state-of-the-art artificial intelligence technologies following thePRISMA framework. The goal was to find the most advanced technologies used indifferent domains of artificial intelligence technology research. Threerecognized journals were used from artificial intelligence and machine learningdomain: Journal of Artificial Intelligence Research, Journal of MachineLearning Research, and Machine Learning, and articles published in 2022 wereobserved. Certain qualifications were laid for the technological solutions: thetechnology must be tested against comparable solutions, commonly approved orotherwise well justified datasets must be used while applying, and results mustshow improvements against comparable solutions. One of the most important partsof the technology development appeared to be how to process and exploit thedata gathered from multiple sources. The data can be highly unstructured andthe technological solution should be able to utilize the data with minimummanual work from humans. The results of this review indicate that creatinglabeled datasets is very laborious, and solutions exploiting unsupervised orsemi-supervised learning technologies are more and more researched. Thelearning algorithms should be able to be updated efficiently, and predictionsshould be interpretable. Using artificial intelligence technologies inreal-world applications, safety and explainable predictions are mandatory toconsider before mass adoption can occur.$$$$$http://arxiv.org/pdf/2305.04532v1
Development of a Vision System to Enhance the Reliability of the  Pick-and-Place Robot for Autonomous Testing of Camera Module used in  Smartphones$  Pick-and-place robots are commonly used in modern industrial manufacturing.For complex devices/parts like camera modules used in smartphones, whichcontain optical parts, electrical components and interfacing connectors, theplacement operation may not absolutely accurate, which may cause damage in thedevice under test during the mechanical movement to make good contact forelectrical functions inspection. In this paper, we proposed an effective visionsystem including hardware and algorithm to enhance the reliability of thepick-and-place robot for autonomous testing memory of camera modules. Withlimited hardware based on camera and raspberry PI and using simplify imageprocessing algorithm based on histogram information, the vision system canconfirm the presence of the camera modules in feeding tray and the placementaccuracy of the camera module in test socket. Through that, the system can workwith more flexibility and avoid damaging the device under test. The system wasexperimentally quantified through testing approximately 2000 camera modules ina stable light condition. Experimental results demonstrate that the systemachieves accuracy of more than 99.92%. With its simplicity and effectiveness,the proposed vision system can be considered as a useful solution for using inpick-and-place systems in industry.$$$$$http://arxiv.org/pdf/2305.04605v1
